Time,Vm
29.687,-67.7185
29.688,-67.749
29.689,-67.6575
29.69,-67.5964
29.691,-67.6575
29.692,-67.6575
29.693,-67.7185
29.694,-67.627
29.695,-67.688
29.696,-67.7795
29.697,-67.5964
29.698,-67.6575
29.699,-67.6575
29.7,-67.749
29.701,-67.8101
29.702,-67.7795
29.703,-67.8101
29.704,-67.7795
29.705,-67.7185
29.706,-67.7795
29.707,-67.7795
29.708,-67.749
29.709,-67.7185
29.71,-67.5964
29.711,-67.5354
29.712,-67.627
29.713,-67.5354
29.714,-67.5354
29.715,-67.5964
29.716,-67.5964
29.717,-67.6575
29.718,-67.6575
29.719,-67.688
29.72,-67.5659
29.721,-67.5659
29.722,-67.5354
29.723,-67.627
29.724,-67.5964
29.725,-67.4438
29.726,-67.5049
29.727,-67.4438
29.728,-67.5659
29.729,-67.4133
29.73,-67.5659
29.731,-67.3828
29.732,-67.627
29.733,-67.4133
29.734,-67.3828
29.735,-67.4438
29.736,-67.5049
29.737,-67.5659
29.738,-67.4438
29.739,-67.4438
29.74,-67.3523
29.741,-67.5659
29.742,-67.4438
29.743,-67.3218
29.744,-67.3218
29.745,-67.3218
29.746,-67.3218
29.747,-67.4744
29.748,-67.3828
29.749,-67.4744
29.75,-67.4133
29.751,-67.4438
29.752,-67.5049
29.753,-67.4438
29.754,-67.4438
29.755,-67.3523
29.756,-67.3218
29.757,-67.2607
29.758,-67.3523
29.759,-67.3523
29.76,-67.2913
29.761,-67.2913
29.762,-67.2607
29.763,-67.2607
29.764,-67.2913
29.765,-67.3828
29.766,-67.1692
29.767,-67.3523
29.768,-67.3218
29.769,-67.3523
29.77,-67.2302
29.771,-67.2302
29.772,-67.1082
29.773,-67.2607
29.774,-67.2302
29.775,-66.9861
29.776,-67.1387
29.777,-67.1082
29.778,-67.1387
29.779,-66.925
29.78,-67.1997
29.781,-67.0166
29.782,-67.1692
29.783,-67.1387
29.784,-67.0471
29.785,-67.1387
29.786,-67.0776
29.787,-67.0776
29.788,-67.0471
29.789,-67.0776
29.79,-66.925
29.791,-67.1082
29.792,-67.1082
29.793,-66.9861
29.794,-66.9556
29.795,-67.0166
29.796,-66.9861
29.797,-67.0471
29.798,-66.9861
29.799,-66.9861
29.8,-67.0776
29.801,-66.9861
29.802,-66.925
29.803,-67.0776
29.804,-67.0166
29.805,-66.864
29.806,-67.0776
29.807,-66.8335
29.808,-66.9861
29.809,-66.8335
29.81,-66.864
29.811,-66.8335
29.812,-66.8335
29.813,-66.864
29.814,-66.8335
29.815,-66.864
29.816,-66.9861
29.817,-66.9556
29.818,-66.925
29.819,-66.9556
29.82,-66.8945
29.821,-66.9556
29.822,-66.6199
29.823,-66.925
29.824,-66.7114
29.825,-66.8945
29.826,-66.8335
29.827,-66.7725
29.828,-66.864
29.829,-66.6809
29.83,-66.803
29.831,-66.8335
29.832,-66.864
29.833,-66.7114
29.834,-66.8335
29.835,-66.8945
29.836,-66.8945
29.837,-66.8335
29.838,-66.7725
29.839,-66.5588
29.84,-66.6809
29.841,-66.6809
29.842,-66.7419
29.843,-66.6809
29.844,-66.6809
29.845,-66.6504
29.846,-66.6199
29.847,-66.6504
29.848,-66.7114
29.849,-66.6199
29.85,-66.803
29.851,-66.7419
29.852,-66.7114
29.853,-66.6809
29.854,-66.7725
29.855,-66.5894
29.856,-66.7114
29.857,-66.6199
29.858,-66.6504
29.859,-66.6504
29.86,-66.6504
29.861,-66.5588
29.862,-66.5894
29.863,-66.5894
29.864,-66.6199
29.865,-66.6199
29.866,-66.4978
29.867,-66.6809
29.868,-66.5894
29.869,-66.6199
29.87,-66.7114
29.871,-66.6199
29.872,-66.4978
29.873,-66.4978
29.874,-66.5894
29.875,-66.4368
29.876,-66.4368
29.877,-66.4063
29.878,-66.4368
29.879,-66.3757
29.88,-66.3452
29.881,-66.5894
29.882,-66.4673
29.883,-66.4063
29.884,-66.4978
29.885,-66.4978
29.886,-66.3147
29.887,-66.5283
29.888,-66.3757
29.889,-66.4063
29.89,-66.4368
29.891,-66.4368
29.892,-66.3452
29.893,-66.2537
29.894,-66.2842
29.895,-66.3147
29.896,-66.3147
29.897,-66.2842
29.898,-66.3147
29.899,-66.3452
29.9,-66.2537
29.901,-66.3452
29.902,-66.2842
29.903,-66.2842
29.904,-66.4063
29.905,-66.2537
29.906,-66.3757
29.907,-66.2231
29.908,-66.1316
29.909,-66.1926
29.91,-66.1926
29.911,-66.1621
29.912,-66.1621
29.913,-66.2231
29.914,-66.2842
29.915,-66.2537
29.916,-66.2231
29.917,-66.2537
29.918,-66.2842
29.919,-66.2231
29.92,-66.1621
29.921,-66.1926
29.922,-66.1926
29.923,-66.1621
29.924,-66.04
29.925,-66.2537
29.926,-66.1621
29.927,-66.1011
29.928,-66.1011
29.929,-65.979
29.93,-66.1011
29.931,-66.04
29.932,-66.2231
29.933,-66.1011
29.934,-66.1926
29.935,-66.1316
29.936,-66.1316
29.937,-66.1316
29.938,-66.1621
29.939,-65.979
29.94,-66.0706
29.941,-66.0706
29.942,-65.8875
29.943,-65.8875
29.944,-65.8569
29.945,-65.979
29.946,-65.979
29.947,-65.918
29.948,-65.9485
29.949,-65.918
29.95,-66.0095
29.951,-65.8875
29.952,-65.9485
29.953,-65.8875
29.954,-65.8875
29.955,-65.7959
29.956,-65.979
29.957,-65.7654
29.958,-65.8264
29.959,-65.8264
29.96,-65.8264
29.961,-65.8875
29.962,-65.6433
29.963,-65.7349
29.964,-65.8264
29.965,-65.7349
29.966,-65.8569
29.967,-65.918
29.968,-65.979
29.969,-65.7959
29.97,-65.7349
29.971,-65.7959
29.972,-65.7654
29.973,-65.7654
29.974,-65.6738
29.975,-65.7349
29.976,-65.6738
29.977,-65.7959
29.978,-65.6738
29.979,-65.6433
29.98,-65.7043
29.981,-65.6128
29.982,-65.6128
29.983,-65.7043
29.984,-65.7349
29.985,-65.6433
29.986,-65.6738
29.987,-65.6738
29.988,-65.5823
29.989,-65.6128
29.99,-65.6738
29.991,-65.4907
29.992,-65.5212
29.993,-65.5212
29.994,-65.5518
29.995,-65.4602
29.996,-65.6128
29.997,-65.4907
29.998,-65.5823
29.999,-65.6128
30,-65.4907
30.001,-65.5823
30.002,-65.4907
30.003,-65.5518
30.004,-65.6433
30.005,-65.5823
30.006,-65.6433
30.007,-65.5212
30.008,-65.4602
30.009,-65.3687
30.01,-65.3687
30.011,-65.3381
30.012,-65.4297
30.013,-65.5212
30.014,-65.4297
30.015,-65.6128
30.016,-65.3992
30.017,-65.3992
30.018,-65.5212
30.019,-65.4602
30.02,-65.4907
30.021,-65.4602
30.022,-65.3992
30.023,-65.4907
30.024,-65.4602
30.025,-65.3992
30.026,-65.3076
30.027,-65.3076
30.028,-65.3381
30.029,-65.4297
30.03,-65.3992
30.031,-65.4602
30.032,-65.5518
30.033,-65.3992
30.034,-65.5518
30.035,-65.3992
30.036,-65.3992
30.037,-65.3687
30.038,-65.2466
30.039,-65.3687
30.04,-65.2771
30.041,-65.3381
30.042,-65.2771
30.043,-65.3381
30.044,-65.3381
30.045,-65.3076
30.046,-65.3076
30.047,-65.2771
30.048,-65.3687
30.049,-65.3381
30.05,-65.3381
30.051,-65.3992
30.052,-65.4602
30.053,-65.3687
30.054,-65.1855
30.055,-65.3687
30.056,-65.2771
30.057,-65.155
30.058,-65.2771
30.059,-65.2466
30.06,-65.3076
30.061,-65.2466
30.062,-65.155
30.063,-65.155
30.064,-65.2161
30.065,-65.0635
30.066,-65.1855
30.067,-65.2466
30.068,-65.1855
30.069,-65.2771
30.07,-65.1855
30.071,-65.033
30.072,-65.2161
30.073,-65.1855
30.074,-65.1245
30.075,-65.155
30.076,-65.094
30.077,-65.2771
30.078,-65.1245
30.079,-65.0635
30.08,-65.094
30.081,-65.155
30.082,-65.033
30.083,-65.1855
30.084,-65.2466
30.085,-65.2466
30.086,-65.2161
30.087,-65.1245
30.088,-65.1855
30.089,-65.1855
30.09,-65.0635
30.091,-65.1245
30.092,-65.094
30.093,-65.1245
30.094,-65.094
30.095,-65.0635
30.096,-65.0024
30.097,-65.1245
30.098,-65.094
30.099,-65.1855
30.1,-65.2161
30.101,-65.2161
30.102,-65.2161
30.103,-65.1245
30.104,-65.1245
30.105,-65.1245
30.106,-65.1245
30.107,-65.094
30.108,-65.094
30.109,-65.0635
30.11,-65.1855
30.111,-65.033
30.112,-65.0635
30.113,-64.9719
30.114,-65.033
30.115,-64.9719
30.116,-65.155
30.117,-65.155
30.118,-65.033
30.119,-65.094
30.12,-65.0635
30.121,-65.1245
30.122,-65.0024
30.123,-64.8804
30.124,-65.0635
30.125,-65.0024
30.126,-65.0024
30.127,-65.0024
30.128,-64.9414
30.129,-64.9719
30.13,-64.9414
30.131,-65.0024
30.132,-65.0024
30.133,-64.9109
30.134,-64.9414
30.135,-64.9109
30.136,-64.9109
30.137,-65.033
30.138,-64.9719
30.139,-64.8804
30.14,-64.8499
30.141,-64.8499
30.142,-64.8499
30.143,-64.7888
30.144,-64.7888
30.145,-64.8499
30.146,-64.8499
30.147,-64.8804
30.148,-64.9719
30.149,-64.8499
30.15,-65.0024
30.151,-64.9719
30.152,-65.0024
30.153,-64.8193
30.154,-64.9109
30.155,-64.8499
30.156,-64.9719
30.157,-64.7888
30.158,-64.8499
30.159,-64.7278
30.16,-64.9414
30.161,-64.7888
30.162,-64.7278
30.163,-64.7583
30.164,-64.8804
30.165,-64.7583
30.166,-64.8499
30.167,-64.9414
30.168,-64.9719
30.169,-64.9109
30.17,-64.7888
30.171,-64.7583
30.172,-64.8499
30.173,-64.7278
30.174,-64.8193
30.175,-64.7888
30.176,-64.8499
30.177,-64.6973
30.178,-64.7888
30.179,-64.6667
30.18,-64.6973
30.181,-64.6973
30.182,-64.8193
30.183,-64.8193
30.184,-64.7888
30.185,-64.7888
30.186,-64.8193
30.187,-64.8193
30.188,-64.6973
30.189,-64.7278
30.19,-64.7583
30.191,-64.6973
30.192,-64.7278
30.193,-64.6973
30.194,-64.5752
30.195,-64.6362
30.196,-64.6667
30.197,-64.5142
30.198,-64.6362
30.199,-64.6362
30.2,-64.5142
30.201,-64.6057
30.202,-64.6057
30.203,-64.7278
30.204,-64.7583
30.205,-64.6362
30.206,-64.5752
30.207,-64.5447
30.208,-64.3921
30.209,-64.4836
30.21,-64.6057
30.211,-64.6057
30.212,-64.5142
30.213,-64.4836
30.214,-64.6057
30.215,-64.5752
30.216,-64.6667
30.217,-64.6362
30.218,-64.4836
30.219,-64.6057
30.22,-64.5752
30.221,-64.5447
30.222,-64.4836
30.223,-64.5447
30.224,-64.4836
30.225,-64.4531
30.226,-64.6667
30.227,-64.4836
30.228,-64.4531
30.229,-64.5142
30.23,-64.4836
30.231,-64.5752
30.232,-64.4531
30.233,-64.4226
30.234,-64.5142
30.235,-64.5142
30.236,-64.5142
30.237,-64.5447
30.238,-64.6057
30.239,-64.4531
30.24,-64.3005
30.241,-64.3311
30.242,-64.3616
30.243,-64.4836
30.244,-64.3616
30.245,-64.3921
30.246,-64.3616
30.247,-64.3616
30.248,-64.3311
30.249,-64.3005
30.25,-64.3311
30.251,-64.4531
30.252,-64.4531
30.253,-64.3616
30.254,-64.4226
30.255,-64.3616
30.256,-64.27
30.257,-64.3005
30.258,-64.4531
30.259,-64.27
30.26,-64.3311
30.261,-64.3616
30.262,-64.27
30.263,-64.27
30.264,-64.3311
30.265,-64.3921
30.266,-64.3921
30.267,-64.27
30.268,-64.27
30.269,-64.27
30.27,-64.3616
30.271,-64.27
30.272,-64.209
30.273,-64.27
30.274,-64.3311
30.275,-64.2395
30.276,-64.1174
30.277,-64.1479
30.278,-64.209
30.279,-64.1174
30.28,-64.3005
30.281,-64.1785
30.282,-64.3005
30.283,-64.0869
30.284,-64.27
30.285,-64.3311
30.286,-64.1479
30.287,-64.209
30.288,-64.2395
30.289,-64.1479
30.29,-64.0869
30.291,-64.209
30.292,-64.1174
30.293,-64.0564
30.294,-64.1174
30.295,-64.1174
30.296,-64.0869
30.297,-64.1785
30.298,-64.1479
30.299,-64.1174
30.3,-64.2395
30.301,-64.209
30.302,-64.1479
30.303,-64.0869
30.304,-64.1479
30.305,-64.1174
30.306,-63.9954
30.307,-64.0259
30.308,-64.0564
30.309,-64.0259
30.31,-64.0564
30.311,-64.0259
30.312,-64.0564
30.313,-63.9343
30.314,-64.1174
30.315,-64.1174
30.316,-64.1174
30.317,-64.0259
30.318,-64.1174
30.319,-64.209
30.32,-64.0259
30.321,-64.0869
30.322,-64.0564
30.323,-64.0259
30.324,-64.0564
30.325,-63.9954
30.326,-64.0564
30.327,-63.8733
30.328,-63.9954
30.329,-63.9648
30.33,-63.9954
30.331,-63.9954
30.332,-64.0259
30.333,-63.9954
30.334,-63.9954
30.335,-63.9954
30.336,-64.0259
30.337,-63.9038
30.338,-63.9954
30.339,-63.8733
30.34,-63.9648
30.341,-64.0259
30.342,-63.9343
30.343,-63.8733
30.344,-63.8123
30.345,-63.8733
30.346,-63.8733
30.347,-63.9954
30.348,-63.9954
30.349,-63.8733
30.35,-63.8733
30.351,-63.9954
30.352,-63.9343
30.353,-63.8733
30.354,-63.9038
30.355,-63.9343
30.356,-63.8428
30.357,-63.8733
30.358,-63.9648
30.359,-63.9648
30.36,-63.8123
30.361,-63.8123
30.362,-63.9038
30.363,-63.8428
30.364,-63.9343
30.365,-63.9343
30.366,-63.9954
30.367,-63.8733
30.368,-63.9648
30.369,-63.9648
30.37,-63.7817
30.371,-63.8733
30.372,-63.8733
30.373,-63.5681
30.374,-62.7136
30.375,-59.7534
30.376,-42.2363
30.377,46.936
30.378,46.7834
30.379,44.22
30.38,44.0369
30.381,43.9148
30.382,43.9148
30.383,43.9453
30.384,43.9758
30.385,44.2505
30.386,44.3115
30.387,44.4641
30.388,44.5862
30.389,44.8303
30.39,44.8303
30.391,44.8303
30.392,45.0134
30.393,45.2576
30.394,45.166
30.395,45.2271
30.396,45.5017
30.397,45.4102
30.398,45.2271
30.399,45.2881
30.4,45.2881
30.401,45.2271
30.402,45.1965
30.403,44.8608
30.404,44.9219
30.405,44.8914
30.406,44.7083
30.407,44.5251
30.408,44.5557
30.409,44.4641
30.41,44.2505
30.411,44.3726
30.412,44.0979
30.413,43.9148
30.414,43.7927
30.415,43.7927
30.416,43.5791
30.417,43.3044
30.418,43.1824
30.419,42.8772
30.42,42.8772
30.421,42.6331
30.422,42.5415
30.423,42.2974
30.424,42.1448
30.425,41.9617
30.426,41.8701
30.427,41.6565
30.428,41.5649
30.429,41.2292
30.43,41.1072
30.431,40.9546
30.432,40.802
30.433,40.5884
30.434,40.4663
30.435,40.2527
30.436,39.917
30.437,39.7644
30.438,39.6729
30.439,39.3066
30.44,39.2151
30.441,39.0015
30.442,38.8184
30.443,38.5132
30.444,38.3301
30.445,38.2996
30.446,37.9944
30.447,37.9028
30.448,37.5977
30.449,37.384
30.45,37.0483
30.451,36.7737
30.452,36.7126
30.453,36.5906
30.454,36.2244
30.455,36.0413
30.456,35.8887
30.457,35.614
30.458,35.3699
30.459,35.0952
30.46,35.0647
30.461,34.7595
30.462,34.3933
30.463,34.2407
30.464,33.9661
30.465,33.6609
30.466,33.2947
30.467,33.1116
30.468,32.7148
30.469,32.6233
30.47,32.3792
30.471,32.1655
30.472,32.0435
30.473,31.6467
30.474,31.3721
30.475,31.2805
30.476,30.9143
30.477,30.7617
30.478,30.3345
30.479,30.1819
30.48,29.9988
30.481,29.6326
30.482,29.2664
30.483,28.9307
30.484,28.8086
30.485,28.4424
30.486,28.1677
30.487,27.8625
30.488,27.4658
30.489,27.4048
30.49,26.825
30.491,26.7029
30.492,26.3672
30.493,26.062
30.494,25.7568
30.495,25.4517
30.496,25.2075
30.497,24.6887
30.498,24.4446
30.499,24.0479
30.5,23.8037
30.501,23.407
30.502,22.9797
30.503,22.7356
30.504,22.4609
30.505,22.1252
30.506,21.7285
30.507,21.4233
30.508,20.9656
30.509,20.6299
30.51,20.3552
30.511,19.989
30.512,19.5618
30.513,18.9819
30.514,18.7073
30.515,18.2495
30.516,17.7612
30.517,17.2119
30.518,16.9373
30.519,16.4795
30.52,15.9302
30.521,15.5029
30.522,15.0452
30.523,14.3738
30.524,14.0076
30.525,13.6414
30.526,13.2446
30.527,12.3596
30.528,11.8713
30.529,11.261
30.53,10.6201
30.531,10.0098
30.532,9.3689
30.533,8.72803
30.534,7.90405
30.535,7.2937
30.536,6.62231
30.537,5.92041
30.538,5.00488
30.539,4.24194
30.54,3.63159
30.541,2.68555
30.542,1.86157
30.543,0.915527
30.544,0.0610352
30.545,-1.00708
30.546,-2.10571
30.547,-3.14331
30.548,-4.30298
30.549,-5.58472
30.55,-6.71387
30.551,-8.05664
30.552,-9.24683
30.553,-10.7422
30.554,-12.085
30.555,-13.4888
30.556,-15.1367
30.557,-16.7236
30.558,-18.4631
30.559,-20.1416
30.56,-21.9727
30.561,-23.7732
30.562,-25.2991
30.563,-27.3743
30.564,-29.2969
30.565,-31.2195
30.566,-33.1116
30.567,-35.0647
30.568,-37.1094
30.569,-38.9404
30.57,-40.8936
30.571,-42.7856
30.572,-44.5862
30.573,-46.2646
30.574,-48.0042
30.575,-49.5605
30.576,-51.178
30.577,-52.5513
30.578,-53.8025
30.579,-55.0232
30.58,-56.1218
30.581,-57.3425
30.582,-58.1665
30.583,-58.9905
30.584,-59.8145
30.585,-60.5164
30.586,-61.1877
30.587,-61.7676
30.588,-62.1948
30.589,-62.561
30.59,-63.1104
30.591,-63.385
30.592,-63.9343
30.593,-63.9954
30.594,-64.3311
30.595,-64.6667
30.596,-64.9719
30.597,-65.155
30.598,-65.3076
30.599,-65.6128
30.6,-65.6128
30.601,-65.8569
30.602,-65.979
30.603,-66.1011
30.604,-66.3147
30.605,-66.2842
30.606,-66.5588
30.607,-66.5894
30.608,-66.5283
30.609,-66.6504
30.61,-66.7725
30.611,-66.8335
30.612,-66.925
30.613,-66.9861
30.614,-67.1387
30.615,-67.1082
30.616,-67.2607
30.617,-67.2913
30.618,-67.3828
30.619,-67.4133
30.62,-67.4744
30.621,-67.4744
30.622,-67.4744
30.623,-67.5049
30.624,-67.4438
30.625,-67.4438
30.626,-67.627
30.627,-67.688
30.628,-67.5964
30.629,-67.7185
30.63,-67.627
30.631,-67.8101
30.632,-67.749
30.633,-67.8101
30.634,-67.8711
30.635,-67.8101
30.636,-67.8406
30.637,-67.9016
30.638,-67.9321
30.639,-67.9016
30.64,-67.9016
30.641,-67.8711
30.642,-67.8711
30.643,-67.9626
30.644,-67.9016
30.645,-67.9321
30.646,-67.9932
30.647,-67.9321
30.648,-68.0542
30.649,-67.9932
30.65,-68.0237
30.651,-67.9932
30.652,-68.0847
30.653,-68.1763
30.654,-68.2068
30.655,-68.1458
30.656,-68.0237
30.657,-68.1763
30.658,-68.2373
30.659,-68.0847
30.66,-68.1763
30.661,-68.2678
30.662,-68.2068
30.663,-68.2373
30.664,-68.2373
30.665,-68.2983
30.666,-68.3289
30.667,-68.2678
30.668,-68.3899
30.669,-68.2068
30.67,-68.2678
30.671,-68.1763
30.672,-68.3289
30.673,-68.1763
30.674,-68.2983
30.675,-68.2068
30.676,-68.3899
30.677,-68.3289
30.678,-68.2678
30.679,-68.1152
30.68,-68.1152
30.681,-68.2983
30.682,-68.2983
30.683,-68.2373
30.684,-68.2983
30.685,-68.3594
30.686,-68.2983
30.687,-68.3289
30.688,-68.3594
30.689,-68.2373
30.69,-68.3594
30.691,-68.2678
30.692,-68.2373
30.693,-68.2678
30.694,-68.2373
30.695,-68.2983
30.696,-68.3289
30.697,-68.3289
30.698,-68.2983
30.699,-68.4204
30.7,-68.4509
30.701,-68.4204
30.702,-68.2983
30.703,-68.3594
30.704,-68.4204
30.705,-68.3899
30.706,-68.2678
30.707,-68.4204
30.708,-68.2678
30.709,-68.3899
30.71,-68.3899
30.711,-68.3594
30.712,-68.3289
30.713,-68.4204
30.714,-68.3289
30.715,-68.3899
30.716,-68.5425
30.717,-68.3899
30.718,-68.4204
30.719,-68.4509
30.72,-68.512
30.721,-68.3594
30.722,-68.3899
30.723,-68.3594
30.724,-68.3899
30.725,-68.3899
30.726,-68.3594
30.727,-68.3289
30.728,-68.4814
30.729,-68.3289
30.73,-68.4204
30.731,-68.3899
30.732,-68.3594
30.733,-68.4509
30.734,-68.5425
30.735,-68.3899
30.736,-68.512
30.737,-68.3289
30.738,-68.3289
30.739,-68.4509
30.74,-68.3289
30.741,-68.3594
30.742,-68.4509
30.743,-68.3899
30.744,-68.2678
30.745,-68.2983
30.746,-68.2373
30.747,-68.3899
30.748,-68.2983
30.749,-68.3289
30.75,-68.3594
30.751,-68.3289
30.752,-68.3289
30.753,-68.2678
30.754,-68.2678
30.755,-68.2373
30.756,-68.2678
30.757,-68.2373
30.758,-68.1763
30.759,-68.3289
30.76,-68.3289
30.761,-68.2678
30.762,-68.2068
30.763,-68.2373
30.764,-68.4509
30.765,-68.3899
30.766,-68.2068
30.767,-68.2678
30.768,-68.3594
30.769,-68.2983
30.77,-68.2983
30.771,-68.3899
30.772,-68.2983
30.773,-68.3899
30.774,-68.2678
30.775,-68.3899
30.776,-68.3594
30.777,-68.3594
30.778,-68.2373
30.779,-68.2678
30.78,-68.2678
30.781,-68.3289
30.782,-68.2678
30.783,-68.3289
30.784,-68.3594
30.785,-68.3899
30.786,-68.2983
30.787,-68.2678
30.788,-68.1763
30.789,-68.2373
30.79,-68.2678
30.791,-68.2068
30.792,-68.2373
30.793,-68.2373
30.794,-68.2678
30.795,-68.1763
30.796,-68.1152
30.797,-68.2678
30.798,-68.2068
30.799,-68.2068
30.8,-68.2983
30.801,-68.2983
30.802,-68.2678
30.803,-68.2373
30.804,-68.2373
30.805,-68.1763
30.806,-68.2373
30.807,-68.1763
30.808,-68.2983
30.809,-68.3289
30.81,-68.2068
30.811,-68.1458
30.812,-68.1763
30.813,-68.3289
30.814,-68.1152
30.815,-68.1152
30.816,-68.2983
30.817,-68.1458
30.818,-68.1458
30.819,-68.2983
30.82,-68.2068
30.821,-68.3899
30.822,-68.1458
30.823,-68.2678
30.824,-68.1763
30.825,-68.0847
30.826,-67.9932
30.827,-68.1152
30.828,-68.2373
30.829,-68.0847
30.83,-67.9626
30.831,-68.1152
30.832,-68.2068
30.833,-68.1763
30.834,-68.2068
30.835,-68.1152
30.836,-68.2678
30.837,-68.0847
30.838,-68.2068
30.839,-68.1152
30.84,-68.1458
30.841,-68.2373
30.842,-68.1763
30.843,-68.0847
30.844,-67.9932
30.845,-68.1458
30.846,-68.0542
30.847,-68.1763
30.848,-68.1152
30.849,-68.2373
30.85,-68.2068
30.851,-68.1763
30.852,-68.0847
30.853,-68.1458
30.854,-68.1458
30.855,-68.1763
30.856,-68.1458
30.857,-68.0847
30.858,-68.0847
30.859,-68.1763
30.86,-68.0542
30.861,-67.9626
30.862,-68.2068
30.863,-68.0542
30.864,-68.1458
30.865,-68.0847
30.866,-68.0847
30.867,-68.0847
30.868,-68.2678
30.869,-68.2678
30.87,-68.0237
30.871,-68.0542
30.872,-68.0237
30.873,-68.0847
30.874,-68.0237
30.875,-67.9932
30.876,-68.0847
30.877,-67.9626
30.878,-68.0847
30.879,-67.8406
30.88,-68.0542
30.881,-68.0847
30.882,-68.1152
30.883,-67.9626
30.884,-67.9321
30.885,-68.0847
30.886,-68.0542
30.887,-68.0237
30.888,-67.8711
30.889,-67.9321
30.89,-67.9626
30.891,-67.8406
30.892,-67.8101
30.893,-67.9321
30.894,-67.9016
30.895,-67.9626
30.896,-67.8406
30.897,-67.9932
30.898,-67.9016
30.899,-67.8711
30.9,-67.9016
30.901,-67.9626
30.902,-67.9321
30.903,-67.9321
30.904,-68.0542
30.905,-67.9932
30.906,-67.8406
30.907,-67.8101
30.908,-67.9626
30.909,-67.8711
30.91,-67.9016
30.911,-67.749
30.912,-67.8406
30.913,-67.9016
30.914,-67.8101
30.915,-67.7795
30.916,-67.9321
30.917,-67.9321
30.918,-67.9321
30.919,-67.8406
30.92,-67.9932
30.921,-67.9321
30.922,-67.8101
30.923,-67.7795
30.924,-67.8101
30.925,-67.9016
30.926,-67.749
30.927,-67.749
30.928,-67.8711
30.929,-67.7795
30.93,-67.7795
30.931,-67.7795
30.932,-67.688
30.933,-67.749
30.934,-67.8101
30.935,-67.6575
30.936,-67.7795
30.937,-67.8101
30.938,-67.8101
30.939,-67.8406
30.94,-67.5659
30.941,-67.749
30.942,-67.627
30.943,-67.627
30.944,-67.6575
30.945,-67.688
30.946,-67.7795
30.947,-67.7795
30.948,-67.5964
30.949,-67.7795
30.95,-67.7185
30.951,-67.8406
30.952,-67.627
30.953,-67.688
30.954,-67.749
30.955,-67.749
30.956,-67.627
30.957,-67.7185
30.958,-67.7185
30.959,-67.7185
30.96,-67.6575
30.961,-67.688
30.962,-67.5659
30.963,-67.627
30.964,-67.688
30.965,-67.7185
30.966,-67.6575
30.967,-67.749
30.968,-67.749
30.969,-67.7795
30.97,-67.627
30.971,-67.6575
30.972,-67.7185
30.973,-67.749
30.974,-67.5659
30.975,-67.5049
30.976,-67.5354
30.977,-67.6575
30.978,-67.5659
30.979,-67.688
30.98,-67.6575
30.981,-67.4744
30.982,-67.4744
30.983,-67.6575
30.984,-67.749
30.985,-67.5964
30.986,-67.5659
30.987,-67.5964
30.988,-67.627
30.989,-67.5659
30.99,-67.5659
30.991,-67.5659
30.992,-67.5049
30.993,-67.5354
30.994,-67.4744
30.995,-67.5659
30.996,-67.4438
30.997,-67.5659
30.998,-67.5659
30.999,-67.5049
31,-67.4133
31.001,-67.3523
31.002,-67.4744
31.003,-67.5964
31.004,-67.627
31.005,-67.627
31.006,-67.5049
31.007,-67.4438
31.008,-67.4744
31.009,-67.4438
31.01,-67.5354
31.011,-67.3523
31.012,-67.5354
31.013,-67.4438
31.014,-67.4744
31.015,-67.4744
31.016,-67.5659
31.017,-67.5354
31.018,-67.5659
31.019,-67.6575
31.02,-67.3523
31.021,-67.5049
31.022,-67.3523
31.023,-67.5049
31.024,-67.4438
31.025,-67.4438
31.026,-67.3828
31.027,-67.3828
31.028,-67.3523
31.029,-67.3218
31.03,-67.3523
31.031,-67.4133
31.032,-67.4133
31.033,-67.3218
31.034,-67.2913
31.035,-67.3828
31.036,-67.4744
31.037,-67.4133
31.038,-67.3218
31.039,-67.2913
31.04,-67.1997
31.041,-67.2302
31.042,-67.2913
31.043,-67.2607
31.044,-67.1692
31.045,-67.2302
31.046,-67.2913
31.047,-67.2607
31.048,-67.1997
31.049,-67.3218
31.05,-67.3218
31.051,-67.4133
31.052,-67.2913
31.053,-67.1997
31.054,-67.3218
31.055,-67.2302
31.056,-67.2607
31.057,-67.2302
31.058,-67.2607
31.059,-67.1387
31.06,-67.1997
31.061,-67.2302
31.062,-67.2607
31.063,-67.0776
31.064,-67.1997
31.065,-67.2302
31.066,-67.0471
31.067,-67.1387
31.068,-66.8945
31.069,-67.1997
31.07,-67.1997
31.071,-67.1997
31.072,-67.0776
31.073,-66.9861
31.074,-67.0471
31.075,-67.0471
31.076,-67.1692
31.077,-67.0471
31.078,-66.925
31.079,-67.0166
31.08,-66.9556
31.081,-67.0776
31.082,-67.1692
31.083,-67.0776
31.084,-67.1387
31.085,-67.0166
31.086,-67.1387
31.087,-66.9861
31.088,-66.925
31.089,-66.9556
31.09,-67.0471
31.091,-66.864
31.092,-66.803
31.093,-66.864
31.094,-66.8945
31.095,-66.9861
31.096,-66.8335
31.097,-66.8945
31.098,-66.803
31.099,-66.8945
31.1,-66.8945
31.101,-66.9861
31.102,-66.8335
31.103,-66.8335
31.104,-66.925
31.105,-66.864
31.106,-66.6504
31.107,-66.9556
31.108,-66.8335
31.109,-66.8335
31.11,-66.864
31.111,-66.803
31.112,-66.6809
31.113,-66.7725
31.114,-66.7419
31.115,-66.7725
